dataset_id,text_id,input
inspec,train_973,time integration of multiphase chemistry in size resolved cloud models. the existence of cloud drops leads to a transfer of chemical species between the gas and aqueous phases. species concentrations in both phases are modified by chemical reactions and by this phase transfer. the model equations resulting from such multiphase chemical systems are nonlinear highly coupled and extremely stiff. in the paper we investigate several numerical approaches for treating such processes. the droplets are subdivided into several classes. this decomposition of the droplet spectrum into classes is based on their droplet size and the amount of scavenged material inside the drops respectively. the very fast dissociations in the aqueous phase chemistry are treated as forward and backward reactions. the aqueous phase and gas phase chemistry the mass transfer between the different droplet classes among themselves and with the gas phase are integrated in an implicit and coupled manner by the second order bdf method. for this part we apply a modification of the code lsode with special linear system solvers. these direct sparse techniques exploit the special block structure of the corresponding jacobian. furthermore we investigate an approximate matrix factorization which is related to operator splitting at the linear algebra level. the sparse jacobians are generated explicitly and stored in a sparse form. the efficiency and accuracy of our time integration schemes is discussed for four multiphase chemistry systems of different complexity and for a different number of droplet classes.
inspec,train_974,extrapolation in lie groups with approximated bch formula. we present an extrapolation algorithm for the integration of differential equations in lie groups which is a suitable generalization of the well known gbs algorithm for odes. sufficiently accurate approximations to the bch formula are required to reach a given order. we give such approximations with a minimized number of commutators.
inspec,train_975,algebraic conditions for high order convergent deferred correction schemes based on runge kutta nystrom methods for second order boundary value problems. in t van hecke m van daele j comp. appl. math vol. 132 p 107 125 2001 the investigation of high order convergence of deferred correction schemes for the numerical solution of second order nonlinear two point boundary value problems not containing the first derivative is made. the derivation of the algebraic conditions to raise the increase of order by the deferred correction scheme was based on taylor series expansions. in this paper we describe a more elegant way by means of p series to obtain this necessary conditions and generalize this idea to equations of the form y  f t y y.
inspec,train_976,completion to involution and semidiscretisations. we discuss the relation between the completion to involution of linear over determined systems of partial differential equations with constant coefficients and the properties of differential algebraic equations obtained by their semidiscretisation. for a certain class of weakly over determined systems we show that the differential algebraic equations do not contain hidden constraints if and only if the original partial differential system is involutive. we also demonstrate how the formal theory can be used to obtain an existence and uniqueness theorem for smooth solutions of strongly hyperbolic systems and to estimate the drift off the constraints if an underlying equation is numerically solved. finally we show for general linear systems how the index of differential algebraic equations obtained by semidiscretisations can be predicted from the result of a completion of the partial differential system.
inspec,train_977,behavior of runge kutta discretizations near equilibria of index 2 differential algebraic systems. we analyze runge kutta discretizations applied to index 2 differential algebraic equations dae s near equilibria. we compare the geometric properties of the numerical and the exact solutions. it is shown that projected and half explicit runge kutta methods reproduce the qualitative features of the continuous system in the vicinity of an equilibrium correctly. the proof combines cut off and scaling techniques for index 2 differential algebraic equations with some invariant manifold results of schropp geometric properties of runge kutta discretizations for index 2 differential algebraic equations konstanzer schriften in mathematik und informatik 128 and classical results for discretized ordinary differential equations.
inspec,train_978,on implicit euler for high order high index daes. the implicit euler method is seldom used to solve differential algebraic equations daes of differential index r or 3 since the method in general fails to converge in the first r 2 steps after a change of stepsize. however if the differential equation is of order d r 1 or 1 an alternative variable step version of the euler method can be shown uniformly convergent. for d r 1 this variable step method is equivalent to the implicit euler except for the first r 2 steps after a change of stepsize. generalization to daes with differential equations of order d r 1 or 1 and to variable order formulas is discussed.
inspec,train_979,design analysis and testing of some parallel two step w methods for stiff systems. parallel two step w methods are linearly implicit integration methods where the s stage values can be computed in parallel. we construct methods of stage order q s and order p s with favourable stability properties. generalizations for the concepts of a and l stability are proposed and conditions for stiff accuracy are given. numerical comparisons on a shared memory computer show the efficiency of the methods especially in combination with krylov techniques for large stiff systems.
inspec,train_98,automating the compliance and supervision process. new technology enables large broker dealers to supervise and ensure compliance across multiple branches and managers.
inspec,train_980,convergence of runge kutta methods for nonlinear parabolic equations. we study time discretizations of fully nonlinear parabolic differential equations. our analysis uses the fact that the linearization along the exact solution is a uniformly sectorial operator. we derive smooth and nonsmooth data error estimates for the backward euler method and we prove convergence for strongly a v stable runge kutta methods. for the latter the order of convergence for smooth solutions is essentially determined by the stage order of the method. numerical examples illustrating the convergence estimates are presented.
inspec,train_981,basin configuration of a six dimensional model of an electric power system. as part of an ongoing project on the stability of massively complex electrical power systems we discuss the global geometric structure of contacts among the basins of attraction of a six dimensional dynamical system. this system represents a simple model of an electrical power system involving three machines and an infinite bus. apart from the possible occurrence of attractors representing pathological states the contacts between the basins have a practical importance from the point of view of the operation of a real electrical power system. with the aid of a global map of basins one could hope to design an intervention strategy to boot the power system back into its normal state. our method involves taking two dimensional sections of the six dimensional state space and then determining the basins directly by numerical simulation from a dense grid of initial conditions. the relations among all the basins are given for a specific numerical example that is choosing particular values for the parameters in our model.
inspec,train_982,abundance of mosaic patterns for cnn with spatially variant templates. this work investigates the complexity of one dimensional cellular neural network mosaic patterns with spatially variant templates on finite and infinite lattices. various boundary conditions are considered for finite lattices and the exact number of mosaic patterns is computed precisely. the entropy of mosaic patterns with periodic templates can also be calculated for infinite lattices. furthermore we show the abundance of mosaic patterns with respect to template periods and which differ greatly from cases with spatially invariant templates.
inspec,train_983,limitations of delayed state feedback a numerical study. stabilization of a class of linear time delay systems can be achieved by a numerical procedure called the continuous pole placement method michiels et al 2000. this method can be seen as an extension of the classical pole placement algorithm for ordinary differential equations to a class of delay differential equations. in michiels et al 2000 it was applied to the stabilization of a linear time invariant system with an input delay using static state feedback. in this paper we study the limitations of such delayed state feedback laws. more precisely we completely characterize the class of stabilizable plants in the 2d case. for that purpose we make use of numerical continuation techniques. the use of delayed state feedback in various control applications and the effect of its limitations are briefly discussed.
inspec,train_984,bistability of harmonically forced relaxation oscillations. relaxation oscillations appear in processes which involve transitions between two states characterized by fast and slow time scales. when a relaxation oscillator is coupled to an external periodic force its entrainment by the force results in a response which can include multiple periodicities and bistability. the prototype of these behaviors is the harmonically driven van der pol equation which displays regions in the parameter space of the driving force amplitude where stable orbits of periods 2n or 1 coexist flanked by regions of periods 2n 1 and 2n 1. the parameter regions of such bistable orbits are derived analytically for the closely related harmonically driven stoker haag piecewise discontinuous equation. the results are valid over most of the control parameter space of the system. also considered are the reasons for the more complicated dynamics featuring regions of high multiple periodicity which appear like noise between ordered periodic regions. since this system mimics in detail the less analytically tractable forced van der pol equation the results suggest extensions to situations where forced relaxation oscillations are a component of the operating mechanisms.
inspec,train_985,local activity criteria for discrete map cnn. discrete time cnn systems are studied in this paper by the application of chua s local activity principle. these systems are locally active everywhere except for one isolated parameter value. as a result nonhomogeneous spatiotemporal patterns may be induced by any initial setting of the cnn system when the strength of the system diffusion coupling exceeds a critical threshold. the critical coupling coefficient can be derived from the loaded cell impedance of the cnn system. three well known 1d map cnn s namely the logistic map cnn the magnetic vortex pinning map cnn and the spiral wave reproducing map cnn are introduced to illustrate the applications of the local activity principle. in addition we use the cell impedance to demonstrate the period doubling scenario in the logistic and the magnetic vortex pinning maps.
inspec,train_986,wavelet based level of detail representation of 3d objects. in this paper we propose a 3d object lod level of detail modeling system that constructs a mesh from range images and generates the mesh of various lod using the wavelet transform. in the initial mesh generation we use the marching cube algorithm. we modify the original algorithm to apply it to construct the mesh from multiple range images efficiently. to get the base mesh we use the decimation algorithm which simplifies a mesh with preserving the topology. finally when reconstructing new mesh which is similar to initial mesh we calculate the wavelet coefficients by using the wavelet transform. we solve the critical problem of wavelet based methods the surface crease problem by using the mesh simplification as the base mesh generation method.
inspec,train_987,proof that the election problem belongs to nf completeness problems in asynchronous distributed systems. this paper is about the hardness of the election problem in asynchronous distributed systems in which processes can crash but links are reliable. the hardness of the problem is defined with respect to the difficulty to solve it despite failures. it is shown that problems encountered in the system are classified as three classes of problems f fault tolerant nf not fault tolerant and nfc nf completeness. among those the class nfc are the hardest problems to solve. in this paper we prove that the election problem is the most difficult problem which belongs to the class nfc.
inspec,train_988,a new merging algorithm for constructing suffix trees for integer alphabets. a new approach for constructing a suffix tree t sub s for a given string s is to construct recursively a suffix tree t sub o for odd positions construct a suffix tree t sub e for even positions from t sub o and then merge t sub o and t sub e into t sub s. to construct suffix trees for integer alphabets in linear time had been a major open problem on index data structures. farach used this approach and gave the first linear time algorithm for integer alphabets. the hardest part of farach s algorithm is the merging step. in this paper we present a new and simpler merging algorithm based on a coupled bfs breadth first search. our merging algorithm is more intuitive than farach s coupled dfs depth first search merging and thus it can be easily extended to other applications.
inspec,train_989,a dynamic checkpoint scheduling scheme for fault tolerant distributed computing systems. the selection of the optimal checkpointing interval has been a very critical issue in implementing checkpointing recovery schemes for fault tolerant distributed systems. this paper presents a new scheme that allows a process to select the proper checkpointing interval dynamically. a process in the system evaluates the cost of checkpointing and possible rollback for each checkpointing interval and selects the proper time interval for the next checkpointing. unlike the other schemes the overhead incurred by both the checkpointing and rollback activities are considered for the cost evaluation and the current communication pattern is reflected in the selection of the checkpointing interval. moreover the proposed scheme requires no extra message communication for the checkpointing interval selection and can easily be incorporated into the existing checkpointing coordination schemes.
inspec,train_99,radianz and savvis look to expand service in wake of telecom scandals finance. with confidence in network providers waning radianz and savvis try to prove their stability. savvis and radianz which both specialize in providing the data extranet components of telecommunication infrastructures may see more networking doors open at investment banks brokerage houses exchanges and alternative trading systems.
inspec,train_990,pipelined broadcast with enhanced wormhole routers. this paper proposes a pipelined broadcast that broadcasts a message of size m in o m n 1 time in an n dimensional hypercube. it is based on the replication tree which is derived from reachable sets. it has greatly improved performance compared to ho kao s 1995 algorithm with the time of o m n log n 1. the communication in the broadcast uses an all port wormhole router with message replication capability. this paper includes the algorithm together with performance comparisons to previous schemes in a practical implementation.
inspec,train_991,estimation of blocking probabilities in cellular networks with dynamic channel assignment. blocking probabilities in cellular mobile communication networks using dynamic channel assignment are hard to compute for realistic sized systems. this computational difficulty is due to the structure of the state space which imposes strong coupling constraints amongst components of the occupancy vector. approximate tractable models have been proposed which have product form stationary state distributions. however for real channel assignment schemes the product form is a poor approximation and it is necessary to simulate the actual occupancy process in order to estimate the blocking probabilities. meaningful estimates of the blocking probability typically require an enormous amount of cpu time for simulation since blocking events are usually rare. advanced simulation approaches use importance sampling is to overcome this problem. we study two regimes under which blocking is a rare event low load and high cell capacity. our simulations use the standard clock sc method. for low load we propose a change of measure that we call static issc which has bounded relative error. for high capacity we use a change of measure that depends on the current state of the network occupancy. this is the dynamic issc method. we prove that this method yields zero variance estimators for single clique models and we empirically show the advantages of this method over naive simulation for networks of moderate size and traffic loads.
inspec,train_992,cross entropy and rare events for maximal cut and partition problems. we show how to solve the maximal cut and partition problems using a randomized algorithm based on the cross entropy method. for the maximal cut problem the proposed algorithm employs an auxiliary bernoulli distribution which transforms the original deterministic network into an associated stochastic one called the associated stochastic network asn. each iteration of the randomized algorithm for the asn involves the following two phases 1 generation of random cuts using a multidimensional ber p distribution and calculation of the associated cut lengths objective functions and some related quantities such as rare event probabilities 2 updating the parameter vector p on the basis of the data collected in the first phase. we show that the ber p distribution converges in distribution to a degenerated one ber p sub d  p sub d  p sub d  sub 1  p sub d n in the sense that some elements of p sub d  will be unities and the rest zeros. the unity elements of p sub d  uniquely define a cut which will be taken as the estimate of the maximal cut. a similar approach is used for the partition problem. supporting numerical results are given as well. our numerical studies suggest that for the maximal cut and partition problems the proposed algorithm typically has polynomial complexity in the size of the network.
inspec,train_993,a large deviations analysis of the transient of a queue with many markov fluid inputs approximations and fast simulation. this article analyzes the transient buffer content distribution of a queue fed by a large number of markov fluid sources. we characterize the probability of overflow at time t given the current buffer level and the number of sources in the on state. after scaling buffer and bandwidth resources by the number of sources n we can apply large deviations techniques. the transient overflow probability decays exponentially in n. in the case of exponential on off sources we derive an expression for the decay rate of the rare event probability under consideration. for general markov fluid sources we present a plausible conjecture. we also provide the most likely path from the initial state to overflow at time t. knowledge of the decay rate and the most likely path to overflow leads to i approximations of the transient overflow probability and ii efficient simulation methods of the rare event of buffer overflow. the simulation methods based on importance sampling give a huge speed up compared to straightforward simulations. the approximations are of low computational complexity and are accurate as verified by means of simulation experiments.
inspec,train_994,design and implementation of a flexible manufacturing control system using neural network. design and implementation of a sequential controller based on the concept of artificial neural networks for a flexible manufacturing system are presented. the recurrent neural network rnn type is used for such a purpose. contrary to the programmable controller an rnn based sequential controller is based on a definite mathematical model rather than depending on the experience and trial and error techniques. the proposed controller is also more flexible because it is not limited by the restrictions of the finite state automata theory. adequate guidelines of how to construct an rnn based sequential controller are presented. these guidelines are applied to different case studies. the proposed controller is tested by simulations and real time experiments. these tests prove the successfulness of the proposed controller performances. theoretical as well as experimental results are presented and discussed indicating that the proposed design procedure using elman s rnn can be effective in designing a sequential controller for event based type manufacturing systems. in addition the simulation results assure the effectiveness of the proposed controller to overcome the effect of noisy inputs.
inspec,train_995,vehicle travel time models for agv systems under various dispatching rules. the design and evaluation of agv based material handling systems are highly complex because of the randomness and the large number of variables involved. vehicle travel time is a fundamental parameter for solving various flexible manufacturing system fms design problems. this article presents stochastic vehicle travel time models for agv based material handling systems with emphasis on the empty travel times of vehicles. various vehicle dispatching rules examined here include the nearest vehicle selection rule and longest idle vehicle selection rule. a simulation experiment is used to evaluate and demonstrate the presented models.
inspec,train_996,flexible air jet tooling for vibratory bowl feeder systems. vibratory bowl feeders vbfs are machines that feed various small parts in large volume automatic assembly systems. their shortcomings like inflexibility and the propensity to jam stem from the use of mechanical orienting devices. air jet based orienting devices can be implemented to overcome these limitations. applications of passive and active air jet based orienting devices that replace conventional devices for the vbf are discussed. passive devices which reject incorrectly oriented parts are discussed first. active air jet based orienting devices are then introduced to further improve the flexibility of vbfs. since active devices reorient parts into a desired orientation the part motion under their influence is analyzed. a number of tests demonstrate the feasibility and advantages of these new orienting devices.
inspec,train_997,production capacity of flexible manufacturing systems with fixed production ratios. determining the production capacity of flexible manufacturing systems is a very important issue in the design of such systems. we propose an approach for determining the production capacity i e the maximum production rate of a flexible manufacturing system with several part types dedicated pallets and fixed production ratios among the different part types. we show that the problem reduces to the determination of a single parameter for which we propose an iterative procedure. simulation or approximate analytical techniques can be used as the building block performance evaluation technique in the iterative procedure.
inspec,train_998,discreteness and relevance a reply to roman poznanski. in reply to poznanski see ibid p 435 2002 on discreteness and relevance eliasmith claims that all of the concerns voiced by poznanski in his reply fail to offer a serious challenge to the idea that continuity is irrelevant to a good understanding of cognitive systems. eliasmith hopes that it is evident that he does not claim that the process in neural systems is discrete but rather that a complete characterization of the process can be discrete these of course are significantly different claims.
inspec,train_999,the importance of continuity a reply to chris eliasmith. in his reply to eliasmith see ibid vol 11 p 417 26 2001 poznanski considers how the notion of continuity of dynamic representations serves as a beacon for an integrative neuroscience to emerge. he considers how the importance of continuity has come under attack from eliasmith 2001 who claims i continuous nature of neurons is not relevant to the information they process and ii continuity is not important for understanding cognition because the various sources of noise introduce uncertainty into spike arrival times so encoding and decoding spike trains must be discrete at some level.
inspec,test_193,twenty years of the literature on acquiring out of print materials. this article reviews the last two and a half decades of literature on acquiring out of print materials to assess recurring issues and identify changing practices. the out of print literature is uniform in its assertion that libraries need to acquire o p materials to replace worn or damaged copies to replace missing copies to duplicate copies of heavily used materials to fill gaps in collections to strengthen weak collections to continue to develop strong collections and to provide materials for new courses new programs and even entire new libraries.
inspec,test_1930,a new method of systemological analysis coordinated with the procedure of object oriented design. ii. for pt i. see vestn. khgpu no 81 p 15 18 2000. the paper presents the results of development of an object oriented systemological method used to design complex systems. a formal system representation as well as an axiomatics of the calculus of systems as functional flow type objects based on a node function object class hierarchy are proposed. a formalized nfo ufo analysis algorithm and case tools used to support it are considered.
inspec,test_1931,mathematical fundamentals of constructing fuzzy bayesian inference techniques. problems and an associated technique for developing a bayesian approach to decision making in the case of fuzzy data are presented. the concept of fuzzy and pseudofuzzy quantities is introduced and main operations with pseudofuzzy quantities are considered. the basic relationships and the principal concepts of the bayesian decision procedure based on the modus ponens rule are proposed. some problems concerned with the practical realization of the fuzzy bayesian method are considered.
inspec,test_1932,solution of the safe problem on 0 1 matrices. a safe problem with mn locks is studied. it is reduced to a system of linear equations in the modulo 2 residue class. there are three possible variants defined by the numbers m and n evenness with only one of them having a solution. in two other cases correction of the initial state of the safe insuring a solution is proposed.
inspec,test_1933,accelerated simulation of the steady state availability of non markovian systems. a general accelerated simulation method for evaluation of the steady state availability of non markovian systems is proposed. it is applied to the investigation of a class of systems with repair. numerical examples are given.
inspec,test_1934,computational finite element schemes for optimal control of an elliptic system with conjugation conditions. new optimal control problems are considered for distributed systems described by elliptic equations with conjugate conditions and a quadratic minimized function. highly accurate computational discretization schemes are constructed for the case where a feasible control set u sub delta coincides with the full hilbert space u of controls.
inspec,test_1935,identification of states of complex systems with estimation of admissible measurement errors on the basis of fuzzy information. the problem of identification of states of complex systems on the basis of fuzzy values of informative attributes is considered. some estimates of a maximally admissible degree of measurement error are obtained that make it possible using the apparatus of fuzzy set theory to correctly identify the current state of a system.
inspec,test_1936,a new approach to the decomposition of boolean functions by the method of q partitions. ii. repeated decomposition. for pt i. see upr. sist. mash no 6 p 29 42 1999. a new approach to the decomposition of boolean functions that depend on n variables and are represented in various forms is considered. the approach is based on the method of q partitioning of minterms and on the introduced concept of a decomposition clone. the theorem on simple disjunctive decomposition of full and partial functions is formulated. the approach proposed is illustrated by examples.
inspec,test_1937,nonlinear extrapolation algorithm for realization of a scalar random process. a method of construction of a nonlinear extrapolation algorithm is proposed. this method makes it possible to take into account any nonlinear random dependences that exist in an investigated process and are described by mixed central moment functions. the method is based on the v s pugachev canonical decomposition apparatus. as an example the problem of nonlinear extrapolation is solved for a moment function of third order.
inspec,test_1938,a method for solution of systems of linear algebraic equations with m dimensional lambda matrices. a system of linear algebraic equations with m dimensional lambda matrices is considered. the proposed method of searching for the solution of this system lies in reducing it to a numerical system of a special kind.
inspec,test_1939,compatibility of systems of linear constraints over the set of natural numbers. criteria of compatibility of a system of linear diophantine equations strict inequations and nonstrict inequations are considered. upper bounds for components of a minimal set of solutions and algorithms of construction of minimal generating sets of solutions for all types of systems are given. these criteria and the corresponding algorithms for constructing a minimal supporting set of solutions can be used in solving all the considered types of systems and systems of mixed types.
inspec,test_194,books on demand just in time acquisitions. the purdue university libraries interlibrary loan unit proposed a pilot project to purchase patrons loan requests from amazon. com lend them to the patrons and then add the titles to the collection. staff analyzed previous monograph loans developed ordering criteria implemented the proposal as a pilot project for six months and evaluated the resulting patron comments statistics and staff perceptions. as a result of enthusiastic patron comments and a review of the project statistics the program was extended.
inspec,test_1940,new lower bounds of the size of error correcting codes for the z channel. optimization problems on graphs are formulated to obtain new lower bounds of the size of error correcting codes for the z channel.
inspec,test_1941,descriptological foundations of programming. descriptological foundations of programming are constructed. an explication of the concept of a descriptive process is given. the operations of introduction and elimination of abstraction at the level of processes are refined. an intensional concept of a bipolar function is introduced. an explication of the concept of introduction and extraction of abstraction at the bipole level is given. on this basis a complete set of descriptological operations is constructed.
inspec,test_1942,precoded ofdm with adaptive vector channel allocation for scalable video transmission over frequency selective fading channels. orthogonal frequency division multiplexing ofdm has been applied in broadband wireline and wireless systems for high data rate transmission where severe intersymbol interference isi always occurs. the conventional ofdm system provides advantages through conversion of an isi channel into isi free subchannels at multiple frequency bands. however it may suffer from channel spectral nulls and heavy data rate overhead due to cyclic prefix insertion. previously a new ofdm framework the precoded ofdm has been proposed to mitigate the above two problems through precoding and conversion of an isi channel into isi free vector channels. in this paper we consider the application of the precoded ofdm system to efficient scalable video transmission. we propose to enhance the precoded ofdm system with adaptive vector channel allocation to provide stronger protection against errors to more important layers in the layered bit stream structure of scalable video. the more critical layers or equivalently the lower layers are allocated vector channels of higher transmission quality. the channel quality is characterized by frobenius norm metrics based on channel estimation at the receiver. the channel allocation information is fed back periodically to the transmitter through a control channel. simulation results have demonstrated the robustness of the proposed scheme to noise and fading inherent in wireless channels.
inspec,test_1943,i wap an intelligent wap site management system. the popularity regarding wireless communications is such that more and more wap sites have been developed with wireless markup language wml. meanwhile to translate hypertext markup language html pages into proper wml ones becomes imperative since it is difficult for wap users to read most contents designed for pc users via their mobile phone screens. however for those sites that have been maintained with hypertext markup language html considerable time and manpower costs will be incurred to rebuild them with wml. in this paper we propose an intelligent wap site management system to cope with these problems. with the help of the intelligent management system the original contents of html web sites can be automatically translated to proper wap content in an efficient way. as a consequence the costs associated with maintaining wap sites could be significantly reduced. the management system also allows the system manager to define the relevance of numerals and keywords for removing unimportant or meaningless contents. the original contents will be reduced and reorganized to fit the size of mobile phone screens thus reducing the communication cost and enhancing readability. numerical results gained through various experiments have evinced the effective performance of the wap management system.
inspec,test_1944,a framework of electronic tendering for government procurement a lesson learned in taiwan. to render government procurement efficient transparent nondiscriminating and accountable an electronic government procurement system is required. accordingly taiwan government procurement law tgpl states that suppliers may employ electronic devices to forward a tender. this investigation demonstrates how the electronic government procurement system functions and reengineers internal procurement processes which in turn benefits both government bodies and vendors. the system features explored herein include posting receiving bids via the internet vendor registration certificate authorization contract development tools bid request for proposal rfp development online bidding and online payment all of which can be integrated easily within most existing information infrastructures.
inspec,test_1945,the development of a mobile manipulator imaging system for bridge crack inspection. a mobile manipulator imaging system is developed for the automation of bridge crack inspection. during bridge safety inspections an eyesight inspection is made for preliminary evaluation and screening before a more precise inspection. the inspection for cracks is an important part of the preliminary evaluation. currently the inspectors must stand on the platform of a bridge inspection vehicle or a temporarily erected scaffolding to examine the underside of a bridge. however such a procedure is risky. to help automate the bridge crack inspection process we installed two ccd cameras and a four axis manipulator system on a mobile vehicle. the parallel cameras are used to detect cracks. the manipulator system is equipped with binocular charge coupled devices ccd for examining structures that may not be accessible to the eye. the system also reduces the danger of accidents to the human inspectors. the manipulator system consists of four arms. balance weights are placed at the ends of arms 2 and 4 respectively to maintain the center of gravity during operation. mechanically arms 2 and 4 can revolve smoothly. experiments indicated that the system could be useful for bridge crack inspections.
inspec,test_1946,integrating building management system and facilities management on the internet. recently it is of great interest to adopt the internet intranet to develop building management systems bms and facilities management systems fms. this paper addresses two technical issues the web based access including database integration and the integration of bms and fms. these should be addressed for accessing bms remotely via the internet integrating control networks using the internet protocols and infrastructures and using internet intranet for building facilities management. an experimental internet enabled system that integrates building and facilities management systems has been developed and tested. this system integrated open control networks with the internet and is developed utilizing the embedded web server the pc web server and the distributed component object model dcom software development technology on the platform of an open control network. three strategies for interconnecting bms local networks via internet intranet are presented and analyzed.
inspec,test_1947,modelling user acceptance of building management systems. this study examines user acceptance of building management systems bms using a questionnaire survey. these systems are crucial for optimising building performance and yet it has been widely reported that users are not making full use of their systems facilities. established models of technology acceptance have been employed in this research and the positive influence of user perceptions of ease of use and compatibility has been demonstrated. previous research has indicated differing levels of importance of perceived ease of use relative to other factors. here perceived ease of use is shown generally to be more important though the balance between this and compatibility is moderated by the user perceptions of voluntariness.
inspec,test_1948,estimating populations for collective dose calculations. the collective dose provides an estimate of the effects of facility operations on the public based on an estimate of the population in the area. geographic information system software electronic population data resources and a personal computer were used to develop estimates of population within 80 km radii of two sites.
inspec,test_1949,a new graphical user interface for fast construction of computation phantoms and mcnp calculations application to calibration of in vivo measurement systems. reports on a new utility for development of computational phantoms for monte carlo calculations and data analysis for in vivo measurements of radionuclides deposited in tissues. the individual properties of each worker can be acquired for a rather precise geometric representation of his her anatomy which is particularly important for low energy gamma ray emitting sources such as thorium uranium plutonium and other actinides. the software enables automatic creation of an mcnp input data file based on scanning data. the utility includes segmentation of images obtained with either computed tomography or magnetic resonance imaging by distinguishing tissues according to their signal brightness and specification of the source and detector. in addition a coupling of individual voxels within the tissue is used to reduce the memory demand and to increase the calculational speed. the utility was tested for low energy emitters in plastic and biological tissues as well as for computed tomography and magnetic resonance imaging scanning information.
inspec,test_195,the acquisition of out of print music. non specialist librarians are alerted to factors important in the successful acquisition of out of print music both scholarly editions and performance editions. the appropriate technical music vocabulary the music publishing industry specialized publishers and vendors and methods of acquisition of out of print printed music are introduced and the need for familiarity with them is emphasized.
inspec,test_1950,general solution of a density functionally gradient piezoelectric cantilever and its applications. we have used the plane strain theory of transversely isotropic bodies to study a piezoelectric cantilever. in order to find the general solution of a density functionally gradient piezoelectric cantilever we have used the inverse method i e the airy stress function method. we have obtained the stress and induction functions in the form of polynomials as well as the general solution of the beam. based on this general solution we have deduced the solutions of the cantilever under different loading conditions. furthermore as applications of this general solution in engineering we have studied the tip deflection and blocking force of a piezoelectric cantilever actuator. finally we have addressed a method to determine the density distribution profile for a given piezoelectric material.
inspec,test_1951,recording quantum properties of light in a long lived atomic spin state towards quantum memory. we report an experiment on mapping a quantum state of light onto the ground state spin of an ensemble of cs atoms with the lifetime of 2 ms recording of one of the two quadrature phase operators of light is demonstrated with vacuum and squeezed states of light. the sensitivity of the mapping procedure at the level of approximately 1 photon sec per hz is shown. the results pave the road towards complete storing both quadrature phase observables quantum memory for gaussian states of light. the experiment also sheds new light on fundamental limits of sensitivity of the magneto optical resonance method.
inspec,test_1952,comprehensive encoding and decoupling solution to problems of decoherence and design in solid state quantum computing. proposals for scalable quantum computing devices suffer not only from decoherence due to the interaction with their environment but also from severe engineering constraints. here we introduce a practical solution to these major concerns addressing solid state proposals in particular. decoherence is first reduced by encoding a logical qubit into two qubits then completely eliminated by an efficient set of decoupling pulse sequences. the same encoding removes the need for single qubit operations which pose a difficult design constraint. we further show how the dominant decoherence processes can be identified empirically in order to optimize the decoupling pulses.
inspec,test_1953,social percolation and the influence of mass media. in the marketing model of solomon and weisbuch people buy a product only if their neighbours tell them of its quality and if this quality is higher than their own quality expectations. now we introduce additional information from the mass media which is analogous to the ghost field in percolation theory. the mass media shift the percolative phase transition observed in the model and decrease the time after which the stationary state is reached.
inspec,test_1954,estimating long range dependence finite sample properties and confidence intervals. a major issue in financial economics is the behavior of asset returns over long horizons. various estimators of long range dependence have been proposed. even though some have known asymptotic properties it is important to test their accuracy by using simulated series of different lengths. we test r s analysis detrended fluctuation analysis and periodogram regression methods on samples drawn from gaussian white noise. the dfa statistics turns out to be the unanimous winner. unfortunately no asymptotic distribution theory has been derived for this statistics so far. we were able however to construct empirical i e approximate confidence intervals for all three methods. the obtained values differ largely from heuristic values proposed by some authors for the r s statistics and are very close to asymptotic values for the periodogram regression method.
inspec,test_1955,simulation of evacuation processes using a bionics inspired cellular automaton model for pedestrian dynamics. we present simulations of evacuation processes using a recently introduced cellular automaton model for pedestrian dynamics. this model applies a bionics approach to describe the interaction between the pedestrians using ideas from chemotaxis. here we study a rather simple situation namely the evacuation from a large room with one or two doors. it is shown that the variation of the model parameters allows to describe different types of behaviour from regular to panic. we find a non monotonic dependence of the evacuation times on the coupling constants. these times depend on the strength of the herding behaviour with minimal evacuation times for some intermediate values of the couplings i e a proper combination of herding and use of knowledge about the shortest way to the exit.
