dataset_id,subset_id,text_id,output
inspec,uncontrolled,train_899,insurance company functioning;advertising expenses allowance;capital;mathematical model
inspec,uncontrolled,train_9,competitive capabilities;e services;internet;service operations strategy;business performance;knowledge based economy;knowledge based competencies;human capital;structural capital;absorptive capacity;operations based options;combinative capabilities;service quality;delivery;flexibility;cost;investment;intellectual capital;bricks and mortar;clicks and mortar;dot com;strategic imperatives
inspec,uncontrolled,train_90,lan based building maintenance and surveillance robot;high rise building;security purposes;building management system;local area network;first line fault attendance;hardware structure;pan tilt zoom functions;teleoperation;landmark recognition method
inspec,uncontrolled,train_900,mathematical models;insurance company functioning;return rate allowance;free capital increase;interest;stationary regime
inspec,uncontrolled,train_901,poisson stream intensity;multilinear queue;exponential job queue decay;busy queue periods start;uniform resource allocation;stream intensity;individual servers
inspec,uncontrolled,train_902,tcp explicit congestion notification;atm ubr;simulation;congestion control mechanisms;atm networks;packet losses;agent;explicit forward congestion indication bits;unspecified bit rate service;credit based window size;cell loss;packet retransmissions;buffer utilization;throughput
inspec,uncontrolled,train_903,modeling;abr flow control algorithm;virtual source virtual destination switch;atm networks;available bit rate service class;feedback control mechanism;link capacities;control loop;feedback delay;traffic control;closed segments;classical linear control theory;discrete event simulations;transient behavior;control model;performance issues;stability;high link utilization;fair bandwidth distribution;robust operation
inspec,uncontrolled,train_904,simulation;modeling;performance analysis;voice quality;traffic;feedback;resource management cells;encoding level;bandwidth contention;scheduling drop policies;queue size;averaging interval length;performance metrics;link capacity;adaptive available bit rate voice;atm networks
inspec,uncontrolled,train_905,ultra high speed positioning control;gravure engraving unit;discrete time two degree of freedom h sub infinity control;piezoelectric actuator;control design method;high precision response;feedforward;nonlinear properties;hysteresis;feedback control;digital control system
inspec,uncontrolled,train_906,multirate sampling control;servo system;digital control systems;tracking;feedback;feedforward;position control;hard disk drive;disturbance rejection
inspec,uncontrolled,train_907,motion control;direct drive servo systems;linear motors;dspace processor;composite controller;feedforward;feedback;adaptive notch filter;open architecture;precision;geometrical error compensation
inspec,uncontrolled,train_908,ic manufacture;multivariable control systems;weighting filters;mimo systems;h sub infinity control;feedback;servo systems;model uncertainty;motion control;mechatronics;mu synthesis
inspec,uncontrolled,train_909,electropneumatic systems;positioning systems;position control;monovariable control;multivariable control;velocity control;tracking;energy consumption;nonlinear control;flatness theory
inspec,uncontrolled,train_91,cross selling;financial institutions;fleetboston;fidelity;berkshire group
inspec,uncontrolled,train_910,time delay control;robust control;robotic excavator;integral sliding surface;motion control;trajectory control;dynamics;tracking;pressure control
inspec,uncontrolled,train_911,vertical short take off landing aircraft;vstol aircraft;propulsion control;flight control;scheduling;multivariable control systems;observers;state feedback;fixed point controllers
inspec,uncontrolled,train_912,system identification;grey box models;evolutionary algorithms;genetic evolution;multiobjective optimisation;hydraulic system;nonlinear system
inspec,uncontrolled,train_913,coupled map lattice;vortex shedding;wake;proportional feedback;coupled circle map oscillators;spatio temporal feedback control;temporal circle map;vortex dislocation;lock on;discontinuous nonlinear control;cylinder;low reynolds numbers;vortex dislocations;vibrating flexible cable
inspec,uncontrolled,train_914,knowledge management framework;decision support system;humanitarian assistance;disaster relief;organizations;information technology;information needs;knowledge sharing;knowledge reuse;real time decision making environments;crisis management;emergency medical assistance;case based reasoning
inspec,uncontrolled,train_915,meteorological fuzzy expert system;subjective user input;medex;gale force wind forecasting;mediterranean basin;numerical weather prediction products;rules of thumb;fuzzy set theory;subjective variables;uncertainty;rule specification;fuzzy rule base;fuzzy pattern matching;wind circulation patterns
inspec,uncontrolled,train_916,attribute generation;association rules;decision tree;training data;attribute extraction;data mining;large database;experiments
inspec,uncontrolled,train_917,transitive closure reasoning;knowledge representation;class hierarchy;part hierarchy;containment hierarchy;parallel algorithms;data representation;maximally reduced tree cover;materialized transitive closure representation;experiments;medical vocabulary;fixed hardware configuration;parallel reasoning;inheritance;part hierarchies;artificial intelligence;classification
inspec,uncontrolled,train_918,schema evolution;data warehouses;system maintenance;containment;data sources;source relations;structural view maintenance;view adaptation;sql query;organizational decision making;data analysis
inspec,uncontrolled,train_919,state of the art;agent mediated electronic commerce;business to consumer e commerce;consumer buying behaviour;product brokering;merchant brokering;negotiation;supply chain management;multi agent systems;mobile agents;evolutionary agents;data mining agents;business to business e commerce
inspec,uncontrolled,train_92,banks;brokerage firms;wireless applications
inspec,uncontrolled,train_920,two phase steel;three dimensional model;periodic voronoi grain models;micromechanical fem simulations;microstructures modeling;periodic boundary conditions;voronoi algorithm;geometrical model;ferrite pearlite steel;stress strain curves;voronoi tessellation;adaptive mesh generator;quadtree octree based algorithm;kinematic constraints;computational time
inspec,uncontrolled,train_921,finite element mesh generation;complexly shaped multiply connected domains;finite element models;quadrilateral mesh;domains transformation;set of simple domains;parasitic inductances;parasitic capacitances;printed circuit boards;programming implementation;arbitrary geometrical complexity;metal forming processes;structural engineering models;iterative basis;general domain subdivision algorithm;artificial cut;automatic step calculation
inspec,uncontrolled,train_922,virtual environments;physical environments;collision detection;discrete time steps;consecutive time frames;continuous time intervals;interframe collision detection;nonconvex objects;collision information processing;fast moving objects;air traffic control;smart sensors;military training;high speed machining;convex objects;tracking
inspec,uncontrolled,train_923,performance test;lightweight piezo composite curved actuator;lipca;carbon fiber composite layer;near zero coefficient of thermal expansion;pzt ceramic wafer;glass epoxy layer;fiber reinforced plastic layers;predicted curvatures;performance tests;boundary conditions;thunder;degrees c;degc
inspec,uncontrolled,train_924,thin film torus;smart materials;satellite applications;inflated structures;ground vibration testing;polyvinylidene fluoride patches;pvdf sensors;macro fiber composite actuators;modal parameters;space device;boundary condition;dynamic response;kapton torus
inspec,uncontrolled,train_925,strain recovery;one way shape memory;flexible polyurethanes;alloy wires;sma wires;actuation deformation;two way shape memory effect;recoverable strains;flexible polyurethane;embedded sensor;smart structures;three dimensional finite element analysis;actuation strain;deformations;matrix material;transverse strain fields
inspec,uncontrolled,train_926,active vibration control;neural networks;piezoelectric actuators;identification;control;smart structures;cantilevered plate;white noise disturbances;multilayer perceptrons;error backpropagation;closed loop performance;robustness;neurocontroller;vibration suppression
inspec,uncontrolled,train_927,in situ health monitoring;piezoceramic wafer elements;fatigue degradation;metallic specimens;cyclic loading;lamb waves;surface mounted piezotransducer elements;structural degradation;robustness;loading conditions;automated in situ structural health monitoring;fatigue operational structures;aircraft
inspec,uncontrolled,train_928,finite element linear quadratic regulator;vibration control;smart piezoelectric composite plates;total weighted energy;weighting matrices;optimal performance function;total kinetic energy;strain energy;damping effect;modal control analysis;damping ratios;strain energy weight factor;numerical results;computational cost;structural control analysis
inspec,uncontrolled,train_929,three dimensional finite element closed loop model;golla hughes mctavish method;viscoelastic material;time domain analysis;active constrained layer damping;acld models;passive constrained model;active damping model;passive damping;vibration suppression;structural damping;viscoelastic layer
inspec,uncontrolled,train_93,finance;help desk;schwab;ameritrade;rbc;wireless
inspec,uncontrolled,train_930,modelling;magnetorheological damping;model based control;narx models;identification;minimization;simulation error;validation;mrd modelling
inspec,uncontrolled,train_931,quasi static equations;piezoelectricity;finite element formulation;piezoelastically;adaptive composite sandwich beam;piezoelectric constants;transverse electric field;extension bending actuation;finite element procedure;shear induced actuation;sandwich model;sublaminates;linear quadratic regulator;modal space control;active stiffness;active damping;shear actuators;extension bending actuators;dynamic response;modal domain
inspec,uncontrolled,train_932,torsional vibration;extension twisting coupling;anisotropic composite laminates;piezoelectric actuators;dynamic analytical model;anisotropic piezoelectric laminate;extension twisting coupling effect;hamilton principle;reduced bending stiffness;equations of motion;in plane displacements;out of plane displacement;twisting;structural coupling;harmonic excitation;parametric study;composite laminate;material anisotropy;pzt
inspec,uncontrolled,train_933,multi modal frequencies;smart structures;real time estimation;frequency estimation;adaptive vibration control;noise control;bairstow method;characteristic equation;auto regressive and moving average methods;arma;cascade notch filter;linearized adaptive notch filter;recursive maximum likelihood methods;real time computations;vibration signal;wing like composite plates;frequency estimation algorithm;real time applications
inspec,uncontrolled,train_934,rotorcraft;helicopter noise;helicopter vibration;vibration control;active trailing edge flap;lever cusp hinge amplification device;finite element model;aerodynamic loading;inch flap;inertial loading;design;shear tube actuator flap;bench top testing;piezoelectric tube actuator;induced shear tube actuator;inch
inspec,uncontrolled,train_935,thermal activation;embedded shape memory alloy;sma;smart structures;sma actuators;homogenization;linear matrix;models
inspec,uncontrolled,train_936,feedback controller;smart structures;high q resonant circuits;resonant frequency;smart structure;actuator sensor;multiple resonant modes;damping;multimode resonances;laminate beam
inspec,uncontrolled,train_937,particle size distribution;laser diffraction;neural network modeling;forward light scattering;multiple scattering;angular distribution of light;solid liquid suspensions;particle shape distribution;image analysis;pattern recognition;powdered materials;backpropagation algorithm;fraunhofer optical model;fluidized catalytic cracking
inspec,uncontrolled,train_938,meg source localization;fast accurate localization;multilayer perceptron;real brain noise;real time localizer;analytical model;quasistatic electromagnetic propagation;spherical head;white gaussian noise;correlated noise;computation accuracy;levenberg marquardt method;iterative gradient methods;forward model
inspec,uncontrolled,train_939,fan beam projections;image reconstruction;exact stable reconstruction;region of interest;vertex path;filtered backprojection algorithm;x ray computed tomography;short scan condition;hilbert transform;radon transform;rebinning formula;convolution;linear interpolation;head phantom
inspec,uncontrolled,train_94,continuous linked settlement;foreign exchange
inspec,uncontrolled,train_940,dose optimization algorithms;effect volume histogram;intensity modulated radiotherapy;dosimetric conflicts;treatment goals;treatment risks;computer software;decision making process;partial volumes;high doses;low doses;volume element weights;treatment planning;objective function;insufficient target coverage;exponential law;cell survival;one sided quadratic penalties;quadratic overdose penalty
inspec,uncontrolled,train_941,nongaussian stock price model;financial instruments;option pricing formulas;nonextensive thermodynamics parameter;black scholes partial differential equation;closed form solutions;stock volatility;volatility smile;empirical distribution
inspec,uncontrolled,train_942,atomic qubits;registers;neutral atoms;far detuned dipole traps;red detuned laser beam;microfabricated array;microlenses;internal states;quantum gate operations;quantum computation;scalable configuration
inspec,uncontrolled,train_943,quantum computation;nonadiabatic geometric phase shifts;cyclic geometric phase;universal quantum gates;josephson junctions;nmr systems;nonadiabatic phase shift;operation time;nonadiabatic geometric gates
inspec,uncontrolled,train_944,local manipulation;gaussian states;state transformation;bipartite continuous variable system;trace preserving maps;quantum information theory
inspec,uncontrolled,train_945,statistical bounds;entanglement;quantum chaos;entropy production;maximality;random matrix theory;composite quantum systems;universal distribution;reduced density matrices;quantized chaotic systems;kicked tops;hilbert spaces
inspec,uncontrolled,train_946,entanglement measures;asymptotic weak monotonicity;entanglement of cost;distillation
inspec,uncontrolled,train_947,entanglement;two qubit pure state;quantum information processing;fully entangled fraction;fidelity;teleportation;entanglement swapping;quantum cryptography
inspec,uncontrolled,train_948,pairwise thermal entanglement;four qubit heisenberg xx chain;five qubit heisenberg xx chain;even qubit chain;odd qubit chain;critical temperature
inspec,uncontrolled,train_949,teleportation;unknown state;three particle w state;qubit state;normalization coefficient;probability calculation
inspec,uncontrolled,train_95,securities industry association;straight through processing;t
inspec,uncontrolled,train_950,quantum sensitive dependence;wave functions;bounded quantum systems;time independent potentials;periodic functions;time asymptotics;classical chaos;time dependent interactions;quantum control;classical lyapunov exponent;operator matrix elements;quantum complexity
inspec,uncontrolled,train_951,law firms;strategic innovation;management;change;clients;experiments
inspec,uncontrolled,train_953,innovation;law firms
inspec,uncontrolled,train_954,new lawyers;firm s culture;resources
inspec,uncontrolled,train_955,e filing;case management and electronic case file system;united states courts;adobe acrobat;pdf
inspec,uncontrolled,train_956,computer presentations;visual technology;law firms;powerpoint
inspec,uncontrolled,train_957,law firm;weblogs;institutional memory;web site
inspec,uncontrolled,train_958,combinational verification;overlapping local bdds;hash table;combinational circuit verification;case by case verification;internal node pairs;internal correspondence based verification;heuristics;structural levels;bdd manager;bdd sizes;cutsets;benchmark circuits;hard industrial circuits;internal equivalences;formal verification;internal correspondence based verification;binary decision diagrams
inspec,uncontrolled,train_959,powerpc microprocessor;model checking;temporal logic;circuit design error;hardware testing;correctness specification;verification methodologies;computation tree logic;circuit debugging
inspec,uncontrolled,train_96,chicago equity partners;macgregor;financial trading platform;straight through processing;longview
inspec,uncontrolled,train_960,bisimulation minimization;symbolic model checking;state space minimization techniques;state explosion;explicit state verification tools;experimental results;optimization;invariance properties;bdd;binary decision diagram;backwards reachability;invariance verification
inspec,uncontrolled,train_961,visual specification;modular specification;hybrid systems;hycharts;visual description techniques;components;hierarchic graphs;hybrid computation model;denotational semantics;statechart;heterogeneous system specifications;formal specification
inspec,uncontrolled,train_962,optimal control;transport equation;liouville machine;scattering behavior;physical particles;adaptive behavior;embedded agents
inspec,uncontrolled,train_963,computational model;learned avoidance behavior;one way avoidance experiment;reinforcement learning;temporal difference algorithm;classically conditioned components;instrumentally conditioned components;reduced latency;animal behavior;traditional two process learning mechanism;proprioceptive feedback;internal clock
inspec,uncontrolled,train_964,group foraging;individual suboptimality;agent based models;group situation;suboptimal behavior;isolated individual;behavioral ecology;experimental psychology;interference function;focal forager;matching law;genetic algorithms;multiple agents;spatially explicit environments;situated perception;situated action
inspec,uncontrolled,train_965,sliding mode control;chaos;cubic chua circuit system;sliding surface;chattering;state change;match disturbance;mismatch disturbance
inspec,uncontrolled,train_966,chen attractors;chen system;lorenz system;tuning;lorenz attractor;transition chaotic attractor
inspec,uncontrolled,train_967,parametric variation;chaos control;state feedback;logistic;henon map;continuous flows;rossler system;lorenz system;diffeomorphisms
inspec,uncontrolled,train_968,three dimensional nonlinear chaotic systems;stable stationary states;time periodic orbits;sliding mode based control;energy based sliding mode control;chua s circuit;global invariant sets
inspec,uncontrolled,train_969,projective synchronization;nonpartially linear chaotic systems;scaling factor;rossler system;chua s circuit;control;hyperchaotic system
inspec,uncontrolled,train_97,philadelphia stock exchange;timesten;equity options autoquote system;data architecture
inspec,uncontrolled,train_970,complex dynamics;nearly symmetric three cell cellular neural networks;cnn;period doubling bifurcations;large size complex attractor;symmetric interconnection matrix;robustness;complete stability;perturbations;stable limit cycles;differential equations;neuron interconnection matrix
inspec,uncontrolled,train_971,deterministic control;l sup infinity running cost;homogenization;value function;averaging;calculus of variations;convergence;optimal control;cell problem
inspec,uncontrolled,train_972,cable architecture;voip;voice over ip;two way interactive infrastructure;core ip transport network;united states;packetcable x architecture;packetcable based approach
inspec,uncontrolled,train_973,multiphase chemistry;size resolved cloud models;cloud drops;chemical species;chemical reactions;multiphase chemical systems;aqueous phase chemistry;gas phase chemistry;approximate matrix factorization;operator splitting;linear algebra;sparse jacobians;time integration schemes;air pollution modelling
inspec,uncontrolled,train_974,lie groups;approximated bch formula;differential equations;gbs algorithm;geometric integration;extrapolation methods
inspec,uncontrolled,train_975,high order convergent deferred correction schemes;runge kutta nystrom methods;second order boundary value problems;deferred correction schemes;second order nonlinear two point boundary value problems;algebraic conditions;taylor series expansions
inspec,uncontrolled,train_976,completion;involution;linear over determined systems;partial differential equations;matrices;semidiscretisations;constant coefficients;index;differential algebraic equations;uniqueness theorem;strongly hyperbolic systems
inspec,uncontrolled,train_977,runge kutta discretizations;index differential algebraic systems;equilibria;geometric properties;half explicit runge kutta methods;continuous system;cut off techniques;scaling techniques;invariant manifold;discretized ordinary differential equations
inspec,uncontrolled,train_978,implicit euler method;differential algebraic equations;convergence;stepsize change;variable step method;variable order formulas;linear multistep method;backward differentiation formula;initial value problem;differential index
inspec,uncontrolled,train_979,parallel two step w methods;large stiff systems;linearly implicit integration methods;stage order;stability;shared memory computer;differential equations;convergence analysis;krylov techniques
inspec,uncontrolled,train_98,compliance;supervision;brokers;risk management
inspec,uncontrolled,train_980,runge kutta method convergence;time discretizations;linearization;uniformly sectorial operator;nonsmooth data error estimates;data error estimates;backward euler method;nonlinear parabolic differential equations
inspec,uncontrolled,train_981,basin configuration;six dimensional model;electric power system;massively complex electrical power systems;global geometric structure;infinite bus;attractors;pathological states;global map;state space;power system stability
inspec,uncontrolled,train_982,mosaic patterns;cnn;spatially variant templates;one dimensional cellular neural network;infinite lattices;finite lattices;boundary conditions;spatial entropy;transition matrix
inspec,uncontrolled,train_983,linear time delay systems;continuous pole placement method;delay differential equations;static state feedback;delayed state feedback;numerical continuation
inspec,uncontrolled,train_984,bistability;harmonically forced relaxation oscillations;external periodic force;entrainment;van der pol equation;harmonically driven stoker haag piecewise discontinuous equation;control parameter space;nonlinear dynamics
inspec,uncontrolled,train_985,discrete time cnn systems;local activity criteria;difference equation;discrete map cnn;loaded cell impedance;chua s local activity principle;nonhomogeneous spatiotemporal patterns;critical coupling coefficient;logistic map cnn;magnetic vortex pinning map cnn;spiral wave reproducing map cnn;period doubling
inspec,uncontrolled,train_986,object level of detail modeling system;wavelet based level of detail representation;range images;wavelet transform;marching cube algorithm;base mesh;decimation algorithm;wavelet coefficients;critical problem;surface crease problem;mesh simplification;hierarchy transformation
inspec,uncontrolled,train_987,election problem;nf completeness problems;asynchronous distributed systems;distributed computing;leader election;failure detectors;fault tolerant problems;not fault tolerant problems
inspec,uncontrolled,train_988,merging algorithm;recursive construction;index data structures;coupled bfs;breadth first search;suffix trees;integer alphabets;linear time
inspec,uncontrolled,train_989,dynamic checkpoint scheduling scheme;fault tolerant computing;distributed computing systems;optimal checkpointing interval;rollback recovery;cost evaluation;communication pattern
inspec,uncontrolled,train_99,network providers;savvis;radianz;data extranet;telecommunication infrastructures;investment banks;brokerage houses;exchanges;alternative trading systems
inspec,uncontrolled,train_990,enhanced wormhole routers;message broadcast;n dimensional hypercube;replication tree;reachable sets;performance;communication complexity;all port wormhole router;message replication capability;intermediate reception;pipelined broadcast
inspec,uncontrolled,train_991,blocking probability estimation;dynamic channel assignment;cellular mobile communication networks;strong coupling constraints;occupancy vector;approximate tractable models;product form stationary state distributions;cpu time;simulation;importance sampling;low load;high cell capacity;standard clock method;static issc method;bounded relative error;quality of service;dynamic issc method;zero variance estimators;single clique models;network traffic load
inspec,uncontrolled,train_992,cross entropy method;bernoulli distribution;deterministic network;rare event simulation;associated stochastic network;random cuts;probability;numerical results;polynomial complexity;combinatorial optimization;importance sampling;maximal cut problems;partition problems;randomized algorithm
inspec,uncontrolled,train_993,large deviations analysis;markov fluid inputs;transient buffer content distribution;buffer resources;bandwidth resources;approximations;transient overflow probability;simulation methods;importance sampling;computational complexity;atm multiplexers;ip routers;queuing theory
inspec,uncontrolled,train_994,elman network;finite state automata;flexible manufacturing systems;ladder language;noisy inputs;pneumatic system;programmable controller;recurrent neural network;sequential control;learning;fms
inspec,uncontrolled,train_995,automatic guided vehicle;agv;material handling systems;vehicle travel time;flexible manufacturing system;fms;vehicle dispatching rules;nearest vehicle selection rule;longest idle vehicle selection rule
inspec,uncontrolled,train_996,vibratory bowl feeders;automatic assembly systems;passive air jet;active air jet;orienting devices;parts feeding
inspec,uncontrolled,train_997,flexible manufacturing systems;fixed production ratios;production capacity;maximum production rate;multiple part type;dedicated pallets;single parameter determination;iterative procedure;simulation;approximate analytical techniques;building block performance evaluation technique;stability condition;numerical experiments
inspec,uncontrolled,train_998,discreteness;relevance;continuity;cognitive systems;neural systems
inspec,uncontrolled,train_999,continuity;dynamic representations;integrative neuroscience;neurons;cognition;uncertainty;spike arrival times;spike trains;cognitive systems;neural nets
inspec,controlled,test_193,bibliographies;library automation
inspec,controlled,test_1930,object oriented programming
inspec,controlled,test_1931,bayes methods;decision theory;fuzzy logic;inference mechanisms
inspec,controlled,test_1932,computer games;matrix algebra
inspec,controlled,test_1933,fault trees;probability;system recovery
inspec,controlled,test_1934,conjugate gradient methods;finite element analysis;optimal control
inspec,controlled,test_1935,fuzzy logic;fuzzy set theory
inspec,controlled,test_1936,boolean functions;logic design
inspec,controlled,test_1937,extrapolation;mean square error methods
inspec,controlled,test_1938,matrix algebra;polynomials
inspec,controlled,test_1939,linear programming
inspec,controlled,test_194,academic libraries;library automation
inspec,controlled,test_1940,error correction codes;optimisation
inspec,controlled,test_1941,programming
inspec,controlled,test_1942,channel allocation;fading channels;internet;intersymbol interference;mobile computing;mobile radio;ofdm modulation;video coding;visual communication
inspec,controlled,test_1943,computer network management;hypermedia markup languages;internet;mobile computing;mobile radio
inspec,controlled,test_1944,certification;contracts;government data processing;internet;public key cryptography;purchasing;systems re engineering
inspec,controlled,test_1945,automatic optical inspection;cameras;ccd image sensors;crack detection;manipulators;mobile robots;structural engineering computing
inspec,controlled,test_1946,building management systems;distributed object management;integrated software;internet;intranets;lan interconnection;open systems;protocols
inspec,controlled,test_1947,building management systems;information systems;user modelling
inspec,controlled,test_1948,dosimetry;geographic information systems;medical computing
inspec,controlled,test_1949,biological tissues;biomedical mri;calibration;computerised tomography;graphical user interfaces;lung;monte carlo methods;physics computing;radioisotopes
inspec,controlled,test_195,music;special libraries;vocabulary
inspec,controlled,test_1950,inverse problems;piezoelectric actuators;piezoelectric materials;polynomials
inspec,controlled,test_1951,ground states;magneto optical effects;optical squeezing;quantum computing
inspec,controlled,test_1952,encoding;exchange interactions electron;quantum computing;semiconductor quantum dots
inspec,controlled,test_1953,cinematography;marketing;percolation;phase transformations;socio economic effects
inspec,controlled,test_1954,economics;finance;fluctuations;gaussian noise;investment;white noise
inspec,controlled,test_1955,biocybernetics;cellular automata
inspec,controlled,test_1956,nonlinear dynamical systems;phase transformations;road traffic
inspec,controlled,test_1957,cellular automata;fluctuations;lattice theory;probability;zoology
inspec,controlled,test_1958,fluctuations;integration;statistical mechanics;stochastic processes;stock markets
inspec,controlled,test_1959,economics;game theory;quantum statistical mechanics;quantum theory
inspec,controlled,test_196,associative processing;learning artificial intelligence;neural nets
inspec,controlled,test_1960,cellular automata;iterative methods;nonlinear dynamical systems;self organised criticality;transport processes;transportation
inspec,controlled,test_1961,road traffic
inspec,controlled,test_1962,economics;fluctuations;game theory;nonlinear dynamical systems;oscillations;statistical mechanics
inspec,controlled,test_1963,corporate modelling;economics;fluctuations;nonlinear dynamical systems;probability;statistical mechanics
inspec,controlled,test_1964,entropy;fluctuations;forecasting theory;foreign exchange trading;markov processes;nonlinear dynamical systems;probability;time series
inspec,controlled,test_1965,chaos;economic cybernetics;stock markets
inspec,controlled,test_1966,economics;fluctuations;foreign exchange trading;nonlinear dynamical systems;statistical mechanics;time series
inspec,controlled,test_1967,economics;fluctuations;probability;statistical mechanics;stock markets
inspec,controlled,test_1968,bound states;fluctuations;optical squeezing;phase control;quantum theory;two photon processes
inspec,controlled,test_1969,boltzmann equation;flow simulation;multiphase flow;nonlinear differential equations;poisson equation;road traffic
inspec,controlled,test_197,bayes methods;pattern classification
inspec,controlled,test_1970,catering industry;electronic commerce;information resources;internet;marketing data processing
inspec,controlled,test_1971,hotel industry;information resources;internet;marketing data processing;multimedia computing
inspec,controlled,test_1972,costing;electronic commerce;information resources;internet;travel industry
inspec,controlled,test_1973,computational complexity;feature extraction;image registration;object recognition
inspec,controlled,test_1974,data compression;digital signal processing chips;image coding;real time systems;transform coding;tree data structures;video codecs;video coding;wavelet transforms
inspec,controlled,test_1975,convolution;edge detection;image processing;image segmentation;image texture;matrix algebra
inspec,controlled,test_1976,adaptive signal processing;edge detection;image enhancement;image resolution;image restoration;interference suppression;wavelet transforms
inspec,controlled,test_1977,edge detection;image motion analysis;motion compensation;motion estimation;tracking;video signal processing
inspec,controlled,test_1978,data compression;image coding;image representation;transform coding
inspec,controlled,test_1979,adaptive filters;data compression;edge detection;image enhancement;matched filters;noise;probability;wavelet transforms
inspec,controlled,test_198,chemioception;neural nets
inspec,controlled,test_1980,biomedical mri;decorrelation;discrete wavelet transforms;image coding;medical image processing
inspec,controlled,test_1981,control system synthesis;machine control;optimal control;power system control;power system stability;synchronous generators;turbines
inspec,controlled,test_1982,coils;compensation;earthing;power distribution faults;power distribution protection;power system analysis computing;software packages
inspec,controlled,test_1983,circuit simulation;electricity supply industry;power electronics;power system simulation
inspec,controlled,test_1984,control system analysis computing;electric generators;electric machine analysis computing;machine control;machine testing;machine theory;parameter estimation;power station control;power system stability
inspec,controlled,test_1985,electricity supply industry;management information systems;power engineering computing
inspec,controlled,test_1986,control facilities;energy management systems;load regulation;power system control;power system security
inspec,controlled,test_1987,computer viruses
inspec,controlled,test_1988,management information systems
inspec,controlled,test_1989,risk management;security of data
inspec,controlled,test_199,brain models;dendrites;hearing;neural nets
inspec,controlled,test_1990,information networks;optical cables;optical fibre networks;water treatment
inspec,controlled,test_1991,autoregressive processes;copy protection;data compression;data encapsulation;discrete cosine transforms;image coding;statistical analysis;wavelet transforms
inspec,controlled,test_1992,copy protection;data encapsulation;feature extraction;image coding;image recognition;mesh generation;transforms
inspec,controlled,test_1993,cameras;correlation methods;image colour analysis;interpolation;optical filters
inspec,controlled,test_1994,correlation methods;image colour analysis;neural nets
inspec,controlled,test_1995,correlation methods;image colour analysis;neural nets
inspec,controlled,test_1996,image colour analysis;rendering computer graphics
inspec,controlled,test_1997,controllability;eigenvalues and eigenfunctions;elasticity;fourier analysis;hilbert spaces;partial differential equations;young s modulus
inspec,controlled,test_1998,compensation;pneumatic control equipment;process control;stiction;valves
inspec,controlled,test_1999,compensation;h sup infinity control;performance index;robust control;sensitivity;three term control
inspec,controlled,test_2,optical fibre networks;telecommunication
inspec,controlled,test_20,adaptive systems;linear systems;robust control;state feedback;time varying systems;uncertain systems
inspec,controlled,test_200,neural net architecture;neural nets;unsupervised learning
inspec,controlled,test_2000,control system synthesis;digital control;multivariable control systems;optimal control;predictive control;sampled data systems;state space methods
inspec,controlled,test_2001,computational complexity;observers
inspec,controlled,test_2002,fault diagnosis;identification;least squares approximations;principal component analysis;process monitoring
inspec,controlled,test_2003,adaptive control;backpropagation;fuzzy control;identification;molten carbonate fuel cells;radial basis function networks;temperature control
inspec,controlled,test_2004,haptic interfaces;image segmentation;medical image processing;virtual reality
inspec,controlled,test_2005,computerised tomography;data visualisation;image registration;medical image processing;orthopaedics;surgery
inspec,controlled,test_2006,cancer;computerised tomography;data visualisation;image recognition;knowledge representation;lung;medical expert systems;medical image processing;tumours
inspec,controlled,test_2007,computer animation;finite element analysis;image reconstruction;image representation;image segmentation;kidney;medical image processing;software packages;splines mathematics
inspec,controlled,test_2008,computer animation;data visualisation;information resources;internet;medical computing;rendering computer graphics;solid modelling;visual databases
inspec,controlled,test_2009,cutting;digital simulation;haptic interfaces;medical computing;real time systems;rendering computer graphics;surgery
inspec,controlled,test_201,computer vision;motion estimation
inspec,controlled,test_2010,biomedical mri;image classification;image sampling;image segmentation;medical image processing;neural nets
inspec,controlled,test_2011,light interferometry;optical information processing;speckle;stability
inspec,controlled,test_2012,deformation;image segmentation;light interferometry;moire fringes;nondestructive testing;spatial filters;strain measurement
inspec,controlled,test_2013,error statistics;image resolution;military computing;military systems;motion estimation;optical tracking;random noise;shot noise;target tracking
inspec,controlled,test_2014,adaptive optics;colorimetry;edge detection;image colour analysis;optical noise;optical saturation;spatial filters
inspec,controlled,test_2015,ccd image sensors;fourier transform optics;invariance;object recognition;optical correlation;spatial filters;spatial light modulators;surface topography measurement
inspec,controlled,test_2016,automatic optical inspection;calibration;cameras;computer vision;image sensors;lenses;radon transforms
inspec,controlled,test_2017,lenses;micropositioning;optical focusing;optical microscopes
inspec,controlled,test_2018,calibration;crystal growth from melt;geometry;robot vision;semiconductor growth
inspec,controlled,test_2019,brightness;image colour analysis;image recognition;image segmentation;image sensors;image sequences;road vehicles;transportation
inspec,controlled,test_202,computational geometry;computer vision;object recognition
inspec,controlled,test_2020,aberrations;beam steering;deconvolution;image restoration;liquid crystal devices;nematic liquid crystals;optical arrays;reflectivity;spatial filters
inspec,controlled,test_2021,adders;content addressable storage;light coherence;optical storage;symbolic substitution
inspec,controlled,test_2022,ccd image sensors;image reconstruction;image resolution;light valves;liquid crystal displays;microlenses;optical arrays
inspec,controlled,test_2023,convolution;image coding;image resolution;light diffraction;masks;optical focusing
inspec,controlled,test_2024,fourier transform optics;image segmentation;inverse problems
